experiment,pioreactor_unit,timestamp,od_reading,normalized_od_reading,temperature_c,growth_rate,measured_rpm,led_a_intensity_update,led_b_intensity_update,led_c_intensity_update,led_d_intensity_update,add_media_ml,remove_waste_ml,add_alt_media_ml,timestamp_localtime,hours_since_experiment_created
Long Yeast Grow,pioreactor02,2025-09-19T01:45:08.288Z,0.012903442022,1.007341261066,,0.002131753827,,,,,,,,,2025-09-19 03:45:08.288,2.432222222222
Long Yeast Grow,pioreactor02,2025-09-19T01:45:13.288Z,0.013009667298,1.007328158658,,0.002120594767,,,,,,,,,2025-09-19 03:45:13.288,2.433611111111
Long Yeast Grow,pioreactor02,2025-09-19T01:45:14.871Z,,,,,553.6,,,,,,,,2025-09-19 03:45:14.871,2.433888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:45:18.288Z,0.012903848203,1.007208073902,,0.002033009011,,,,,,,,,2025-09-19 03:45:18.288,2.435
Long Yeast Grow,pioreactor02,2025-09-19T01:45:23.288Z,0.013055000222,1.007242726739,,0.002056227787,,,,,,,,,2025-09-19 03:45:23.288,2.436388888889
Long Yeast Grow,pioreactor02,2025-09-19T01:45:28.288Z,0.013196033165,1.007423752682,,0.002189530549,,,,,,,,,2025-09-19 03:45:28.288,2.437777777778
Long Yeast Grow,pioreactor02,2025-09-19T01:45:33.288Z,0.013065826789,1.007468011901,,0.002221116689,,,,,,,,,2025-09-19 03:45:33.288,2.439166666667
Long Yeast Grow,pioreactor02,2025-09-19T01:45:37.871Z,,,,,538.0,,,,,,,,2025-09-19 03:45:37.871,2.440277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:45:38.288Z,0.012885202146,1.00731885042,,0.002101530097,,,,,,,,,2025-09-19 03:45:38.288,2.440555555556
Long Yeast Grow,pioreactor02,2025-09-19T01:45:43.289Z,0.012894177559,1.007179447847,,0.001987065321,,,,,,,,,2025-09-19 03:45:43.289,2.441944444444
Long Yeast Grow,pioreactor02,2025-09-19T01:45:48.288Z,0.013117557166,1.007285457497,,0.002072032105,,,,,,,,,2025-09-19 03:45:48.288,2.443333333333
Long Yeast Grow,pioreactor02,2025-09-19T01:45:53.288Z,0.013952889121,1.008073891719,,0.002733591403,,,,,,,,,2025-09-19 03:45:53.288,2.444722222222
Long Yeast Grow,pioreactor02,2025-09-19T01:45:58.288Z,0.013517390589,1.008468249734,,0.003069987236,,,,,,,,,2025-09-19 03:45:58.288,2.446111111111
Long Yeast Grow,pioreactor02,2025-09-19T01:46:00.871Z,,,,,547.5,,,,,,,,2025-09-19 03:46:00.871,2.446666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:46:03.288Z,0.013284901603,1.008671681381,,0.003245357162,,,,,,,,,2025-09-19 03:46:03.288,2.4475
Long Yeast Grow,pioreactor02,2025-09-19T01:46:08.288Z,0.013508723871,1.009041347528,,0.003573982031,,,,,,,,,2025-09-19 03:46:08.288,2.448888888889
Long Yeast Grow,pioreactor02,2025-09-19T01:46:13.288Z,0.013586147258,1.009445920211,,0.00394137907,,,,,,,,,2025-09-19 03:46:13.288,2.450277777778
Long Yeast Grow,pioreactor02,2025-09-19T01:46:18.288Z,0.013568317343,1.009817147832,,0.004284774192,,,,,,,,,2025-09-19 03:46:18.288,2.451666666667
Long Yeast Grow,pioreactor02,2025-09-19T01:46:23.288Z,0.013682102718,1.010235812174,,0.004680328266,,,,,,,,,2025-09-19 03:46:23.288,2.453055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:46:23.871Z,,,,,515.6,,,,,,,,2025-09-19 03:46:23.871,2.453055555556
Long Yeast Grow,pioreactor02,2025-09-19T01:46:28.288Z,0.014105460321,1.010802769462,,0.005228472537,,,,,,,,,2025-09-19 03:46:28.288,2.454444444444
Long Yeast Grow,pioreactor02,2025-09-19T01:46:33.288Z,0.013690976473,1.011128516362,,0.005546157502,,,,,,,,,2025-09-19 03:46:33.288,2.455833333333
