experiment,pioreactor_unit,timestamp,measured_rpm,timestamp_localtime,hours_since_experiment_created
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:18:36.862Z,424.3,2025-09-20 08:18:36.862,1.270833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:18:59.862Z,430.1,2025-09-20 08:18:59.862,1.277222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:19:22.862Z,537.0,2025-09-20 08:19:22.862,1.283611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:19:45.862Z,526.1,2025-09-20 08:19:45.862,1.29
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:20:08.862Z,516.8,2025-09-20 08:20:08.862,1.296388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:20:31.862Z,520.7,2025-09-20 08:20:31.862,1.302777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:20:54.862Z,523.4,2025-09-20 08:20:54.862,1.309166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:21:17.862Z,505.8,2025-09-20 08:21:17.862,1.315555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:21:40.862Z,514.3,2025-09-20 08:21:40.862,1.321944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:22:03.862Z,499.1,2025-09-20 08:22:03.862,1.328333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:22:26.862Z,495.5,2025-09-20 08:22:26.862,1.334722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:22:49.862Z,511.9,2025-09-20 08:22:49.862,1.341111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:23:12.862Z,515.2,2025-09-20 08:23:12.862,1.3475
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:23:35.862Z,505.3,2025-09-20 08:23:35.862,1.353888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:23:58.862Z,514.0,2025-09-20 08:23:58.862,1.360277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:24:21.862Z,486.4,2025-09-20 08:24:21.862,1.366666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:24:44.862Z,506.8,2025-09-20 08:24:44.862,1.373055555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:25:07.862Z,504.7,2025-09-20 08:25:07.862,1.379444444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:25:30.862Z,491.9,2025-09-20 08:25:30.862,1.385833333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:25:53.862Z,492.9,2025-09-20 08:25:53.862,1.392222222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:26:16.862Z,511.1,2025-09-20 08:26:16.862,1.398611111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:26:39.862Z,495.9,2025-09-20 08:26:39.862,1.405
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:27:02.862Z,507.1,2025-09-20 08:27:02.862,1.411388888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:27:25.862Z,498.1,2025-09-20 08:27:25.862,1.417777777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:27:48.862Z,465.2,2025-09-20 08:27:48.862,1.424166666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:28:11.862Z,500.4,2025-09-20 08:28:11.862,1.430555555556
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:28:34.862Z,497.2,2025-09-20 08:28:34.862,1.436944444444
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:28:57.862Z,511.1,2025-09-20 08:28:57.862,1.443333333333
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:29:20.862Z,512.2,2025-09-20 08:29:20.862,1.449722222222
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:29:43.862Z,485.0,2025-09-20 08:29:43.862,1.456111111111
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:30:06.862Z,508.0,2025-09-20 08:30:06.862,1.4625
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:30:29.862Z,516.7,2025-09-20 08:30:29.862,1.468888888889
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:30:52.862Z,506.0,2025-09-20 08:30:52.862,1.475277777778
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:31:15.862Z,492.3,2025-09-20 08:31:15.862,1.481666666667
Yeast Grow 4 Days,pioreactor02,2025-09-20T06:31:38.862Z,500.7,2025-09-20 08:31:38.862,1.488055555556
